env_id,axis,model_label,n_seeds,n_factors,seed_main_variance,perturbation_main_variance,seed_perturbation_interaction_variance,total_decomposed_variance,seed_fraction,perturbation_fraction,interaction_fraction
Walker2d-v5,leg_left_damping,tvc300,30,15,0.005732102494672169,2.8568874816480322e-05,0.0007438151562696188,0.006504486525758268,0.8812536503800263,0.004392179875128556,0.11435416974484511
Walker2d-v5,leg_left_damping,tvc400,30,15,0.028957218253421676,9.777516748583654e-06,0.0002248508455337207,0.02919184661570398,0.9919625378493155,0.00033493998777466043,0.007702522162909709
Walker2d-v5,leg_left_damping,tvc500,30,15,0.04386552117221801,1.1466652899282082e-05,0.0004236088794808453,0.04430059670459814,0.9901790141726245,0.00025883743678991824,0.009562148390585385
Walker2d-v5,leg_left_damping,vanilla,30,15,0.027904518627897373,7.760394910281173e-06,0.0002717517639063903,0.028184030786714043,0.9900826052550143,0.0002753472336518815,0.009642047511333763
Walker2d-v5,leg_left_mass,tvc100,30,14,0.0006425397079486602,1.0705885362989753e-05,8.549477620089665e-05,0.0007387403695125466,0.8697774407166027,0.014492081121888555,0.1157304781615087
Walker2d-v5,leg_left_mass,tvc150,30,14,0.0034255313268121076,0.00019563799857130287,0.0006455205871587917,0.004266689912542202,0.8028545305677227,0.04585240609968227,0.151293063332595
Walker2d-v5,leg_left_mass,tvc200,30,14,0.019624998392179748,0.0008095806671372768,0.0031907803133212572,0.023625359372638283,0.8306751267838256,0.03426744348595573,0.13505742973021864
Walker2d-v5,leg_left_mass,tvc225,30,14,0.030198075188600126,0.0013174127397323572,0.004546177193812954,0.03606166512214544,0.8374010208989355,0.03653222155078289,0.12606675755028157
Walker2d-v5,leg_left_mass,tvc250,30,14,0.03612554593144745,0.00045546173768885184,0.005398686298507135,0.041979693967643436,0.8605481011674794,0.010849572606220206,0.12860232622630036
Walker2d-v5,leg_left_mass,tvc275,30,14,0.03277391276598399,0.0007504761214696928,0.006876613539188099,0.04040100242664178,0.8112153361910586,0.018575680710704433,0.1702089830982369
Walker2d-v5,leg_left_mass,tvc300,30,14,0.007071388162843089,0.0006311734899905173,0.003559630661913809,0.011262192314747416,0.6278873566724104,0.05604357236592554,0.3160690709616641
Walker2d-v5,leg_left_mass,tvc400,30,14,0.029932969841651415,0.00015174907385608622,0.0028193750156362825,0.03290409393114378,0.9097035130123977,0.0046118599762583175,0.085684627011344
Walker2d-v5,leg_left_mass,tvc500,30,14,0.043951189054641876,0.0004244136728856108,0.002854077714908164,0.047229680442435654,0.9305840870172801,0.008986164397256372,0.06042974858546339
Walker2d-v5,leg_left_mass,vanilla,30,14,0.028653328610576255,0.0002391127640609078,0.002395958328563377,0.03128839970320054,0.9157812122824952,0.007642217765341593,0.07657656995216315
Walker2d-v5,mass,tvc100,30,14,0.0002615165690476897,0.0015661994060825767,0.0004680065528675439,0.0022957225279978104,0.11391471131999936,0.6822250454842731,0.20386024319572746
